din_instante,val_cargaenergiahomwmed
2019-08-09,279740.41699994
2019-08-10,236002.9339999
2019-08-11,199395.08099996
2019-08-12,270834.85799995
2019-08-13,279106.83999996
2019-08-14,281291.81499997
2019-08-15,276092.70899995
2019-08-16,275010.07599991
2019-08-17,234005.27299989
2019-08-18,205279.87199994
2019-08-19,268881.70499991
2019-08-20,279358.17699993
2019-08-21,278325.89199993
2019-08-22,276568.84399991
2019-08-23,275800.65699995
2019-08-24,235071.03099991
2019-08-25,199638.01099993
2019-08-26,263574.31299992
2019-08-27,276714.81099992
2019-08-28,276550.87299991
2019-08-29,281637.81099993
2019-08-30,283883.50399990997
2019-08-31,236619.7259999
2019-09-01,198903.24499996
2019-09-02,257965.37999992
2019-09-03,271512.14999996
2019-09-04,276709.96899993
2019-09-05,278879.38599993
2019-09-06,273257.11199994
2019-09-07,216480.64399996
2019-09-08,205550.44899995
2019-09-09,278338.36699993
2019-09-10,288830.0419999
2019-09-11,290206.32699996
2019-09-12,284019.3519999
2019-09-13,275221.00799993
2019-09-14,237852.34899993
2019-09-15,211283.93799997
2019-09-16,286141.04299996
2019-09-17,287997.95799994
2019-09-18,280290.15299991
2019-09-19,276275.03599992
2019-09-20,253837.39699997
2019-09-21,222114.29499991
2019-09-22,194968.26399993
2019-09-23,258743.23199991
2019-09-24,272442.07999992
2019-09-25,274274.50399992
2019-09-26,277287.43499996
2019-09-27,275821.15699991
2019-09-28,237187.83099996
2019-09-29,206522.36099993
2019-09-30,277505.7209999
2019-10-01,297621.52199994
2019-10-02,303883.61399995
2019-10-03,286032.95499995
2019-10-04,285427.31999992
2019-10-05,244698.01199992
2019-10-06,200408.13299995
2019-10-07,259571.71799993
2019-10-08,273938.64599998
2019-10-09,283673.04399995
2019-10-10,292385.19899993
2019-10-11,303883.51199993
2019-10-12,255173.38099996
2019-10-13,241616.75899992
2019-10-14,290901.99299994
2019-10-15,283182.53299992
2019-10-16,283942.43199991
2019-10-17,289929.19099995
2019-10-18,289386.75599995
2019-10-19,242587.1739999
2019-10-20,205689.18799994
2019-10-21,263353.22399992
2019-10-22,269439.98899993
2019-10-23,275376.79499993
2019-10-24,284432.96599996
2019-10-25,290026.16799993
2019-10-26,252864.51099995
2019-10-27,222793.59899993
2019-10-28,277380.90599994
2019-10-29,294270.61399994
2019-10-30,314065.23599998
2019-10-31,301382.09099993
2019-11-01,284071.14599995
2019-11-02,236488.18299992
2019-11-03,222230.08799995
2019-11-04,289786.94699992
2019-11-05,289586.84899993
2019-11-06,280390.60299997
2019-11-07,282831.33499994
2019-11-08,288835.24999993
2019-11-09,255869.17099988
2019-11-10,216294.78599991
2019-11-11,282077.40699986997
2019-11-12,294440.2889999
2019-11-13,297770.46999994
2019-11-14,291654.59699994
2019-11-15,239925.36399991
2019-11-16,229436.14799992
2019-11-17,213594.41499996
2019-11-18,292783.42299992
2019-11-19,311272.69299995
2019-11-20,322870.12099993
2019-11-21,332180.98499997
2019-11-22,332760.04699991
2019-11-23,276104.23399994
2019-11-24,220566.01099993
2019-11-25,291162.74399996
2019-11-26,297330.03299993
2019-11-27,290310.46999992
2019-11-28,287882.4929999
2019-11-29,295571.75299989
2019-11-30,271726.64599997
2019-12-01,231552.26199998
2019-12-02,288938.0819999
2019-12-03,296942.63899992
2019-12-04,303321.29799987
2019-12-05,298222.21599985
2019-12-06,295260.11899987
2019-12-07,259680.19099996
2019-12-08,231525.34899994
2019-12-09,301076.99699992
2019-12-10,319832.35499991
2019-12-11,329096.20399994
2019-12-12,332759.29899995
2019-12-13,312153.35199990997
2019-12-14,270217.95599996997
2019-12-15,238941.82299996
2019-12-16,289689.51199996
2019-12-17,288784.93199993
2019-12-18,281902.55899996
2019-12-19,287012.06099995
2019-12-20,295538.64199996
2019-12-21,258848.24299999
2019-12-22,222684.87399991
2019-12-23,249427.87999997
2019-12-24,241396.35899993998
2019-12-25,225493.94299994
2019-12-26,288178.07099996
2019-12-27,300217.67499995
2019-12-28,285194.00399996
2019-12-29,264277.67299995
2019-12-30,291794.94499998
2019-12-31,270108.16999992
2020-01-01,239279.87699997
2020-01-02,268570.30599993
2020-01-03,266914.72899999
2020-01-04,250652.78299995
2020-01-05,234982.44099993
2020-01-06,308655.10399996
2020-01-07,324585.94699998
2020-01-08,326881.24099995
2020-01-09,348751.91699999
2020-01-10,349278.15699991
2020-01-11,285775.62399997
2020-01-12,254423.95399997
2020-01-13,323368.00299991
2020-01-14,335976.55599993
2020-01-15,347019.09299994
2020-01-16,323694.67799998
2020-01-17,298651.40999995
2020-01-18,260993.18299994
2020-01-19,243252.64399991
2020-01-20,330244.55999992
2020-01-21,332429.46599997
2020-01-22,309784.71199995
2020-01-23,303781.027
2020-01-24,308359.86999994
2020-01-25,277479.21899998
2020-01-26,255931.76099995
2020-01-27,338135.99299995
2020-01-28,341302.35599994
2020-01-29,332741.66099996
2020-01-30,324180.34799997
2020-01-31,327676.29299994
2020-02-01,282748.44899996
2020-02-02,246397.61399997
2020-02-03,316178.99999996
2020-02-04,327649.51799995
2020-02-05,337925.46699996
2020-02-06,346814.53799997
2020-02-07,348178.86099999
2020-02-08,304916.50599999
2020-02-09,255610.90899998
2020-02-10,306373.77999994
2020-02-11,311140.95099997
2020-02-12,315722.86799997
2020-02-13,325017.25699997
2020-02-14,329791.75299997
2020-02-15,298167.33499999
2020-02-16,270461.66399997
2020-02-17,356055.81399996
2020-02-18,361131.16099997
2020-02-19,351910.83099998
2020-02-20,348947.39499998
2020-02-21,322412.66699999
2020-02-22,257136.31399996
2020-02-23,223943.56499995998
2020-02-24,285664.38699999
2020-02-25,296150.62299999
2020-02-26,299409.45899998
2020-02-27,297309.42799995997
2020-02-28,304280.86599998
2020-02-29,268816.38299997
2020-03-01,231910.62799997
2020-03-02,302024.16399999
2020-03-03,311225.51299998
2020-03-04,318380.51199996
2020-03-05,320323.71999998
2020-03-06,319784.55599998
2020-03-07,275865.65099997
2020-03-08,243849.31099994
2020-03-09,328970.23999997997
2020-03-10,346343.61699997
2020-03-11,350304.17299999
2020-03-12,357862.11599997
2020-03-13,365918.65899998
2020-03-14,314875.52199999
2020-03-15,275719.85599997
2020-03-16,336792.43899999
2020-03-17,334982.90899999
2020-03-18,327449.90899999
2020-03-19,317969.98599997
2020-03-20,301534.295
2020-03-21,255359.29599994
2020-03-22,228065.96999997
2020-03-23,270778.78699998
2020-03-24,270177.54699998
2020-03-25,268355.17099997
2020-03-26,269668.36399998
2020-03-27,267744.81199995
2020-03-28,248090.29899997
2020-03-29,229111.85099997
2020-03-30,280128.26799996
2020-03-31,289284.72299998
2020-04-01,287670.68899995
2020-04-02,278473.73499997
2020-04-03,253024.89799998
2020-04-04,225716.69599998
2020-04-05,206556.02899996
2020-04-06,258376.01099999
2020-04-07,252764.38399997
2020-04-08,249470.95199996
2020-04-09,249007.16199999
2020-04-10,200207.10899998999
2020-04-11,205959.11199995
2020-04-12,191400.35499996
2020-04-13,252335.82099996
2020-04-14,257848.45499996
2020-04-15,249534.64899992
2020-04-16,252095.66299998
2020-04-17,256760.08699995
2020-04-18,226330.91799994
2020-04-19,200176.62099996
2020-04-20,243042.93399998
2020-04-21,240667.80299997
2020-04-22,268141.32399998
2020-04-23,271000.39299996
2020-04-24,266976.92799996
2020-04-25,240088.12499996
2020-04-26,215252.99699995999
2020-04-27,267933.13499993
2020-04-28,274847.85599996
2020-04-29,278351.86599996
2020-04-30,271327.45599996
2020-05-01,221724.09297458
2020-05-02,210603.77499995
2020-05-03,192523.66999996
2020-05-04,252365.32700601
2020-05-05,262936.89700405
2020-05-06,259747.17999999
2020-05-07,257966.70001159
2020-05-08,257973.48602133
2020-05-09,223666.97300141
2020-05-10,194476.50900212
2020-05-11,258784.46099789
2020-05-12,272106.52899039
2020-05-13,270574.907
2020-05-14,262629.39699997
2020-05-15,260775.21799995
2020-05-16,225107.62999997
2020-05-17,196317.09899997
2020-05-18,254944.78599994
2020-05-19,263711.32399997
2020-05-20,269372.10999995
2020-05-21,273690.71599995
2020-05-22,265662.45799999
2020-05-23,219320.62799996
2020-05-24,190539.67099996
2020-05-25,242125.62799997
2020-05-26,253810.58299997
2020-05-27,260532.15799997
2020-05-28,261539.90699996
2020-05-29,259125.34999998
2020-05-30,221825.31399998
2020-05-31,194498.01199998
2020-06-01,258941.99299998
2020-06-02,269555.15099997
2020-06-03,270098.47499998
2020-06-04,270709.149
2020-06-05,266041.45799998
2020-06-06,222991.57899996
2020-06-07,190585.11699997
2020-06-08,254215.20199998
2020-06-09,268855.80699999
2020-06-10,263790.12599997
2020-06-11,223315.91699997
2020-06-12,233078.64999993
2020-06-13,210189.43199992
2020-06-14,184606.00099998
2020-06-15,243135.42599994
2020-06-16,254342.14799997
2020-06-17,257507.90999996
2020-06-18,259838.54299994
2020-06-19,259594.71299995
2020-06-20,225999.07499996
2020-06-21,195914.35399998
2020-06-22,258982.58199999
2020-06-23,266245.83599999
2020-06-24,266623.15499994997
2020-06-25,267686.85599994
2020-06-26,259275.17699998998
2020-06-27,226554.51099995
2020-06-28,197656.59499999
2020-06-29,263450.40299998
2020-06-30,243982.25899996
2020-07-01,235270.19199998002
2020-07-02,257556.26899995
2020-07-03,259706.59799994
2020-07-04,222477.39499994
2020-07-05,195266.77299998
2020-07-06,258336.03299993998
2020-07-07,270094.92799993
2020-07-08,268037.57899994
2020-07-09,261397.46699997
2020-07-10,257486.05699992
2020-07-11,225024.72999993002
2020-07-12,194574.34099997
2020-07-13,257181.00899993
2020-07-14,265742.81899993
2020-07-15,266652.71199992
2020-07-16,273172.39799992
2020-07-17,265741.9989999
2020-07-18,225426.61699993
2020-07-19,192155.48299996
2020-07-20,253457.99799993
2020-07-21,265144.49299992
2020-07-22,267823.55299993
2020-07-23,267091.19299989
2020-07-24,266743.62099992
2020-07-25,228202.24199992
2020-07-26,196719.07099989
2020-07-27,260567.01699991
2020-07-28,275247.00999985
2020-07-29,274199.44299994
2020-07-30,273041.12399994
2020-07-31,269009.54699988
2020-08-01,225987.00702581002
2020-08-02,193201.90999992
2020-08-03,256543.80499992
2020-08-04,264415.41399996
2020-08-05,265993.67199994
2020-08-06,268007.27299993
2020-08-07,266922.64299994
2020-08-08,229299.82999993
2020-08-09,193636.33299994
2020-08-10,261407.56999993
2020-08-11,271697.46499995
2020-08-12,279078.92299996
2020-08-13,271436.07699991
2020-08-14,267752.65399988
2020-08-15,225180.55599991
2020-08-16,194401.09199993
2020-08-17,256116.47899992001
2020-08-18,265006.42799993
2020-08-19,266063.66299984
2020-08-20,272286.34999986
2020-08-21,272057.81299994
2020-08-22,230363.49399989
2020-08-23,195263.48099993
2020-08-24,258193.06299997
2020-08-25,268172.01999991003
2020-08-26,270255.70899990003
2020-08-27,274223.13999994
2020-08-28,273592.25999992003
2020-08-29,239836.88299985998
2020-08-30,206723.31299992
2020-08-31,272570.83099994
2020-09-01,280730.85199993
2020-09-02,277867.30099989
2020-09-03,280788.8569999
2020-09-04,276156.56099993
2020-09-05,240449.27699988
2020-09-06,207380.22499994
2020-09-07,227475.21299989
2020-09-08,268049.66899994
2020-09-09,279981.17199993
2020-09-10,283517.46699994
2020-09-11,288343.31399992
2020-09-12,253588.98699992
2020-09-13,216838.49199989
2020-09-14,281645.83099987
2020-09-15,280449.22999988997
2020-09-16,284253.2089999
2020-09-17,281071.3909999
2020-09-18,278569.63799992
2020-09-19,241538.88799991
2020-09-20,201594.79399994
2020-09-21,263089.39799995
2020-09-22,271093.4139999
2020-09-23,275141.58399993
2020-09-24,281703.29299994
2020-09-25,284568.62099994
2020-09-26,252319.24799991
2020-09-27,219378.76599995
2020-09-28,273108.97399993
2020-09-29,281553.72299995
2020-09-30,296925.2499999
2020-10-01,308729.76899993
2020-10-02,317012.1559999
2020-10-03,263742.84399995
2020-10-04,217832.38999996
2020-10-05,286673.41099993
2020-10-06,296755.24799997
2020-10-07,301096.67999997
2020-10-08,294983.54599992
2020-10-09,285616.93199994
2020-10-10,235983.3029999
2020-10-11,201233.18199997
2020-10-12,219557.14
2020-10-13,282499.78199993
2020-10-14,293171.06600058
2020-10-15,287382.68599989
2020-10-16,287053.77799992
2020-10-17,251690.72199996
2020-10-18,219010.41199991
2020-10-19,293605.97399993
2020-10-20,312800.45199996
2020-10-21,310905.59199994
2020-10-22,305294.89999995
2020-10-23,301170.86099996
2020-10-24,266147.76499995
2020-10-25,233084.61799995
2020-10-26,294889.57699993
2020-10-27,293596.40599995
2020-10-28,296818.04699995
2020-10-29,297576.32099999
2020-10-30,284018.18799996
2020-10-31,243778.23899994
2020-11-01,206121.00799997
2020-11-02,218812.99599998
2020-11-03,278765.31699997
2020-11-04,284296.38299998
2020-11-05,286094.18372624
2020-11-06,290431.81401942
2020-11-07,262642.56700073
2020-11-08,234554.40795488
2020-11-09,296779.09985731
2020-11-10,303940.70622742
2020-11-11,307434.27186024
2020-11-12,309603.54399995
2020-11-13,310985.07199996
2020-11-14,281521.22899997997
2020-11-15,245179.97599996
2020-11-16,309839.42599997
2020-11-17,305846.08399996
2020-11-18,298557.98399997
2020-11-19,293782.12399998
2020-11-20,294842.37399992
2020-11-21,261832.27599996
2020-11-22,229888.68699994
2020-11-23,304727.88799996
2020-11-24,324904.41399995
2020-11-25,341131.85399993
2020-11-26,336543.58699995
2020-11-27,324406.33199995
2020-11-28,288074.23699999
2020-11-29,247236.41599995
2020-11-30,308858.4849326
2020-12-01,309873.73699996
2020-12-02,318130.75299989
2020-12-03,298408.03599997
2020-12-04,300883.47499991
2020-12-05,257469.39500048
2020-12-06,216997.68499997
2020-12-07,281084.42120252
2020-12-08,300307.90999994
2020-12-09,311919.21399994
2020-12-10,319629.89399996
2020-12-11,334487.33099995
2020-12-12,299262.35699996
2020-12-13,250031.13799993
2020-12-14,303600.49699991
2020-12-15,317824.49899997
2020-12-16,327675.09599992
2020-12-17,316392.55199996
2020-12-18,320986.98899891
2020-12-19,287666.38199997
2020-12-20,245671.87299997002
2020-12-21,291250.57399987
2020-12-22,292470.26999993
2020-12-23,292050.59199997
2020-12-24,260601.33699995
2020-12-25,217718.73799997
2020-12-26,236241.66599993
2020-12-27,233162.94199999
2020-12-28,282758.13499996
2020-12-29,291364.92399995
2020-12-30,297879.87099993
2020-12-31,253125.63099995
2021-01-01,205539.18097012
2021-01-02,224458.43199994
2021-01-03,226787.76399996
2021-01-04,295381.97100451
2021-01-05,314717.59402126
2021-01-06,323912.30703301
2021-01-07,338428.5491487
2021-01-08,336713.46599995
2021-01-09,299399.62508494
2021-01-10,270636.502
2021-01-11,354571.60895387
2021-01-12,348516.52094763
2021-01-13,332549.93286098
2021-01-14,320020.2710636
2021-01-15,331076.26106423
2021-01-16,288479.48000085
2021-01-17,249911.95
2021-01-18,308061.64927842
2021-01-19,307638.29204411
2021-01-20,306313.6749999
2021-01-21,308637.32499995
2021-01-22,309599.79899994
2021-01-23,272536.36699995
2021-01-24,240759.20099992
2021-01-25,310315.39299993997
2021-01-26,322934.17199991
2021-01-27,324310.28299991
2021-01-28,314153.86699995
2021-01-29,313584.49899992
2021-01-30,273946.24699991
2021-01-31,237451.73899991
2021-02-01,311778.02199989
2021-02-02,330057.72199992
2021-02-03,338916.7239999
2021-02-04,324689.91599988
2021-02-05,302386.9199999
2021-02-06,259390.1809899
2021-02-07,229257.88700456
2021-02-08,304651.3600243
2021-02-09,318661.02199991
2021-02-10,321544.09599994
2021-02-11,318882.56703359
2021-02-12,313379.3769999
2021-02-13,273546.69599995
2021-02-14,237926.41899994
2021-02-15,292923.13199991
2021-02-16,304364.20199992
2021-02-17,319411.83799994
2021-02-18,322094.79399991
2021-02-19,327398.50399994
2021-02-20,292723.66799999
2021-02-21,262345.52099998
2021-02-22,345214.0989999
2021-02-23,355185.21699993
2021-02-24,339395.01499999
2021-02-25,331817.59899999
2021-02-26,325184.67399997
2021-02-27,279486.43599996
2021-02-28,244672.64399995
2021-03-01,311555.45099996
2021-03-02,330987.91099997
2021-03-03,335068.41099996003
2021-03-04,324510.87499995
2021-03-05,310140.51699997
2021-03-06,266572.49499996
2021-03-07,240359.89799993
2021-03-08,316317.00199994
2021-03-09,322850.53399996
2021-03-10,315901.36799994
2021-03-11,321085.74299994
2021-03-12,325039.68399996
2021-03-13,292039.23999998
2021-03-14,266583.21899997
2021-03-15,333598.17099996
2021-03-16,352188.74099997
2021-03-17,343008.43299997
2021-03-18,326891.79999992
2021-03-19,323213.97299994
2021-03-20,291791.53799994
2021-03-21,266954.38399999
2021-03-22,329783.18399994
2021-03-23,331321.46499991
2021-03-24,331629.89699991
2021-03-25,335160.03899996
2021-03-26,333274.54599991
2021-03-27,283655.64699995
2021-03-28,245406.06399993
2021-03-29,306967.4719999
2021-03-30,303583.52999991
2021-03-31,297505.25699996
2021-04-01,292572.69299998
2021-04-02,226840.21499992
2021-04-03,238295.95599995
2021-04-04,224754.98799995
2021-04-05,300944.01399995
2021-04-06,314874.49499998
2021-04-07,313439.12999994
2021-04-08,318680.49999995
2021-04-09,328963.10299994
2021-04-10,296959.769
2021-04-11,257544.67199991998
2021-04-12,311292.51599996
2021-04-13,316828.65899997
2021-04-14,314211.33099999
2021-04-15,314752.40399997
2021-04-16,318324.91699999
2021-04-17,275503.71199995
2021-04-18,235948.08797711
2021-04-19,295785.69199995
2021-04-20,304047.36699994997
2021-04-21,275259.70899997
2021-04-22,296882.29299995
2021-04-23,296255.63899995
2021-04-24,262899.70399998
2021-04-25,229561.40899998
2021-04-26,290110.32499997
2021-04-27,296778.82599996
2021-04-28,297636.83899996
2021-04-29,299198.84199998
2021-04-30,295026.69599999
2021-05-01,236439.24099997
2021-05-02,226906.47399997
2021-05-03,302528.79999994
2021-05-04,314210.50799998
2021-05-05,312328.40899995
2021-05-06,304931.02099996
2021-05-07,287401.80099994
2021-05-08,249654.03599996
2021-05-09,213962.99399996002
2021-05-10,286575.28299996
2021-05-11,300979.55699998
2021-05-12,295836.22299996
2021-05-13,292635.51899999
2021-05-14,292438.67199997
2021-05-15,252426.59199998
2021-05-16,219015.58999997
2021-05-17,284278.55599997
2021-05-18,292228.72999995
2021-05-19,294993.85799997
2021-05-20,300897.32899997
2021-05-21,301750.45299996
2021-05-22,247299.94799996
2021-05-23,210495.94099996
2021-05-24,276697.10199997
2021-05-25,287253.67999999
2021-05-26,290976.09799994
2021-05-27,292176.20699995
2021-05-28,295591.04399999
2021-05-29,246049.54499997
2021-05-30,210856.86099997
2021-05-31,278017.93799998
2021-06-01,282183.59399993997
2021-06-02,290192.65099998
2021-06-03,250551.09699996
2021-06-04,269322.31699999
2021-06-05,244851.64799995002
2021-06-06,220501.63599996
2021-06-07,285141.11099995
2021-06-08,294361.72999995
2021-06-09,287878.43199994
2021-06-10,289483.15499994997
2021-06-11,282361.58199991
2021-06-12,242057.93599994
2021-06-13,207553.55799995
2021-06-14,275361.46499996
2021-06-15,288949.75799998
2021-06-16,295537.36399993
2021-06-17,298242.57099994
2021-06-18,299326.64899994
2021-06-19,258066.21799992
2021-06-20,214038.70599992998
2021-06-21,278104.95099997
2021-06-22,286475.13699991
2021-06-23,285610.32099997
2021-06-24,286011.59499997
2021-06-25,278116.51399991
2021-06-26,251199.67899993
2021-06-27,220603.17899989
2021-06-28,283381.50099996
2021-06-29,292059.88799994
2021-06-30,292236.25799995
2021-07-01,284618.03599993
2021-07-02,280316.29099995
2021-07-03,241732.80599998
2021-07-04,213850.13899999
2021-07-05,279159.92599995
2021-07-06,289489.96399995
2021-07-07,287140.84999992
2021-07-08,292028.73599994
2021-07-09,293954.23699994
2021-07-10,259491.96999994
2021-07-11,225305.02499994
2021-07-12,288316.72099994
2021-07-13,300131.02699993
2021-07-14,301892.01999988
2021-07-15,307099.47699993
2021-07-16,302715.04899995
2021-07-17,262495.55499989
2021-07-18,228958.44099996
2021-07-19,298793.77499989
2021-07-20,309353.32599993
2021-07-21,298327.34899989
2021-07-22,295420.13099992
2021-07-23,291813.34499994
2021-07-24,251453.18499988
2021-07-25,220763.78899994
2021-07-26,287253.05499995
2021-07-27,297644.78999995
2021-07-28,300096.49999992
2021-07-29,302366.72099992
2021-07-30,297549.56499993
2021-07-31,255261.56699993
2021-08-01,221582.46799992
2021-08-02,286615.68699997
2021-08-03,293168.83699992
2021-08-04,295942.42499995
2021-08-05,293861.49599994
2021-08-06,292628.67899993
2021-08-07,255712.19299991
2021-08-08,216979.07799992
2021-08-09,286456.79899995
2021-08-10,299405.39399991
2021-08-11,295795.64399989997
2021-08-12,301894.68699989
2021-08-13,297859.09999995
2021-08-14,252964.12399988
2021-08-15,221531.50899998
2021-08-16,289835.47999992
2021-08-17,298758.89199994
2021-08-18,306591.55399995
2021-08-19,311696.77699992
2021-08-20,306418.51499995
2021-08-21,265508.50699995
2021-08-22,231541.86199997
2021-08-23,296324.29099997
2021-08-24,308358.54899994
2021-08-25,308729.27099996
2021-08-26,299466.21399994
2021-08-27,287555.91399989
2021-08-28,252916.72899995
2021-08-29,218913.13299993
2021-08-30,279367.25299994997
2021-08-31,287315.42199997
2021-09-01,291227.30799996
2021-09-02,296807.32799999
2021-09-03,297105.90399994
2021-09-04,254896.52499993
2021-09-05,218439.62799995
2021-09-06,262048.11399996
2021-09-07,254196.55699994
2021-09-08,289846.22299996
2021-09-09,277361.66899994
2021-09-10,274663.23599995
2021-09-11,241741.28299995
2021-09-12,213208.39299997
2021-09-13,294753.36899993
2021-09-14,292587.27499995
2021-09-15,278801.7729999
2021-09-16,280392.12399992
2021-09-17,286864.18299992
2021-09-18,243787.70699988
2021-09-19,219221.37299992001
2021-09-20,283791.64599988
2021-09-21,302220.02099992
