din_instante,val_cargaenergiahomwmed
2019-04-17,133413.23199991
2019-04-18,133943.73299991
2019-04-19,120178.08799987
2019-04-20,122677.92899988
2019-04-21,118383.29299988
2019-04-22,130455.10699992
2019-04-23,129481.78499993
2019-04-24,131474.91599992
2019-04-25,134754.98499989999
2019-04-26,135448.96399995
2019-04-27,127682.53299986
2019-04-28,122519.39299992
2019-04-29,134335.45599994
2019-04-30,134410.76799995
2019-05-01,123142.12299994
2019-05-02,132973.94499991
2019-05-03,131547.14299992
2019-05-04,127613.26999993
2019-05-05,122749.35599993
2019-05-06,138547.64099991
2019-05-07,139980.46799987
2019-05-08,139938.78099994
2019-05-09,132308.23499993
2019-05-10,137473.38599992
2019-05-11,131147.79799989
2019-05-12,123464.90899986
2019-05-13,138002.26299992
2019-05-14,139841.11499992
2019-05-15,136324.29499993
2019-05-16,134466.42999992002
2019-05-17,132401.21799992
2019-05-18,122505.52399987
2019-05-19,117749.78799991
2019-05-20,127849.84199992
2019-05-21,127756.24799995
2019-05-22,130719.21299993
2019-05-23,133151.14099991
2019-05-24,136992.17199993
2019-05-25,131247.15299981
2019-05-26,123407.4219999
2019-05-27,135469.02299988
2019-05-28,136816.26099993
2019-05-29,139944.05799992
2019-05-30,138483.33799994
2019-05-31,138426.42899991001
2019-06-01,130975.51399992
2019-06-02,121401.06799986999
2019-06-03,137882.75599989
2019-06-04,141469.60999995001
2019-06-05,136644.87199992
2019-06-06,135261.58799996
2019-06-07,137678.45299995
2019-06-08,130616.58699991
2019-06-09,125002.77699995
2019-06-10,137476.71399991
2019-06-11,136843.91099994
2019-06-12,135796.79199990002
2019-06-13,133942.58799993
2019-06-14,135729.07999994
2019-06-15,125357.00199995001
2019-06-16,117318.31199988
2019-06-17,133134.66199988
2019-06-18,136736.34199992
2019-06-19,133702.67599988
2019-06-20,124848.79499992
2019-06-21,130760.23999993
2019-06-22,126070.22899992
2019-06-23,120730.79099991
2019-06-24,128398.78899995
2019-06-25,128603.60099995
2019-06-26,126302.87099995
2019-06-27,130641.65899996
2019-06-28,132826.34099996
2019-06-29,127973.83699994
2019-06-30,122915.54399994
2019-07-01,133353.87799992
2019-07-02,131569.02499994
2019-07-03,131424.05899991
2019-07-04,131569.83799995
2019-07-05,134898.93699995
2019-07-06,129112.60099991
2019-07-07,120687.32299995
2019-07-08,129429.88599991
2019-07-09,129569.07899995
2019-07-10,129669.06699993
2019-07-11,130083.40299994
2019-07-12,130398.5099999
2019-07-13,125921.48999994001
2019-07-14,120191.16199994
2019-07-15,131002.55399994
2019-07-16,133294.4259999
2019-07-17,131568.11899995
2019-07-18,129890.58799993999
2019-07-19,129660.96799993
2019-07-20,125240.7119999
2019-07-21,118736.96699993999
2019-07-22,128953.67299992
2019-07-23,132276.03399996
2019-07-24,132122.0069999
2019-07-25,133812.15499991
2019-07-26,130577.23599998
2019-07-27,125219.78399989
2019-07-28,117400.76599997
2019-07-29,129113.12999993
2019-07-30,130636.82799995
2019-07-31,131575.34099994999
2019-08-01,131555.63899995
2019-08-02,132865.19499994
2019-08-03,127977.52599992
2019-08-04,120381.94499994
2019-08-05,129835.86799992
2019-08-06,129951.82799992
2019-08-07,129021.86399992
2019-08-08,132267.8629999
2019-08-09,132848.27799994
2019-08-10,129036.93699993
2019-08-11,123714.34799996
2019-08-12,136349.97899997
2019-08-13,137988.85499993
2019-08-14,139903.54099996
2019-08-15,134303.2219999
2019-08-16,133741.28899995
2019-08-17,129567.75999991
2019-08-18,124106.51699993
2019-08-19,135842.88099997
2019-08-20,140015.75599996
2019-08-21,140797.29499994998
2019-08-22,139146.24299996
2019-08-23,136993.79299993
2019-08-24,128137.06199995
2019-08-25,122630.22999995
2019-08-26,136500.02899995
2019-08-27,138542.92599994
2019-08-28,138350.71999989
2019-08-29,138563.08199998
2019-08-30,140030.73699994
2019-08-31,131702.82499994
2019-09-01,126926.69099994999
2019-09-02,139427.04899993
2019-09-03,140885.07499996
2019-09-04,141080.80399989
2019-09-05,136231.36799992
2019-09-06,134582.55899993
2019-09-07,123431.26299994
2019-09-08,122585.38699997
2019-09-09,136828.24699995
2019-09-10,141936.25499993
2019-09-11,142623.12799991
2019-09-12,143946.99999994
2019-09-13,143937.66799994
2019-09-14,137796.90799994
2019-09-15,130116.51399994
2019-09-16,138950.80399996002
2019-09-17,135324.93199992
2019-09-18,135980.15899992
2019-09-19,138648.22999994
2019-09-20,139806.63399993
2019-09-21,136845.11999997
2019-09-22,129046.64999993
2019-09-23,138739.51899994
2019-09-24,139521.3009999
2019-09-25,138693.0189999
2019-09-26,138410.95299991
2019-09-27,136168.81499995
2019-09-28,130425.9839999
2019-09-29,121705.87199993001
2019-09-30,136597.88299995998
2019-10-01,131880.47499996
2019-10-02,137718.96699992
2019-10-03,136477.35999992
2019-10-04,134293.9319999
2019-10-05,127118.69699989
2019-10-06,124424.8609999
2019-10-07,136675.41999988
2019-10-08,137225.73399993998
2019-10-09,134500.59299993
2019-10-10,134960.69199995
2019-10-11,134101.10399993
2019-10-12,125665.29499991
2019-10-13,124259.72099993
2019-10-14,133708.80699995
2019-10-15,133585.8999999
2019-10-16,135598.92199991
2019-10-17,136878.96499993
2019-10-18,136115.41199997
2019-10-19,131401.95199989
2019-10-20,122540.4729999
2019-10-21,134521.09999992
2019-10-22,135171.06099993
2019-10-23,136972.47399994
2019-10-24,138134.09999996002
2019-10-25,139549.76899995
2019-10-26,132886.59599993
2019-10-27,130455.02099998
2019-10-28,139943.12399992
2019-10-29,141591.47599994
2019-10-30,142159.74699994
2019-10-31,143248.84099993
2019-11-01,140236.01799991
2019-11-02,130960.72499991
2019-11-03,127809.72399996
2019-11-04,139951.10499992
2019-11-05,143922.05799993
2019-11-06,142937.43199996
2019-11-07,143798.06699993002
2019-11-08,141604.88999995
2019-11-09,132750.91499992
2019-11-10,129888.45399993
2019-11-11,141946.77399996
2019-11-12,141939.15399996
2019-11-13,139717.63099994
2019-11-14,138384.35099996
2019-11-15,130587.90999991
2019-11-16,130437.60299993999
2019-11-17,124786.99599992
2019-11-18,134513.25599996
2019-11-19,136655.44999994
2019-11-20,134186.92599998
2019-11-21,135734.58399999
2019-11-22,132210.29799994
2019-11-23,128925.9549999
2019-11-24,128466.63599993
2019-11-25,141751.20499993
2019-11-26,142336.92399993
2019-11-27,142829.2609999
2019-11-28,145143.65799996
2019-11-29,144309.0629999
2019-11-30,138150.07699995
2019-12-01,130429.28999996
2019-12-02,143594.09299994
2019-12-03,144451.60999996
2019-12-04,143117.70499993
2019-12-05,140917.10499993002
2019-12-06,140398.48899991
2019-12-07,134824.45399995
2019-12-08,127194.93999988
2019-12-09,139314.74899994
2019-12-10,137954.65099991
2019-12-11,139548.71799996
2019-12-12,138671.90599992
2019-12-13,136357.81199993
2019-12-14,133698.80899992
2019-12-15,127241.90199989
2019-12-16,136072.64799994
2019-12-17,137819.61999993
2019-12-18,137130.4949999
2019-12-19,137277.16599993
2019-12-20,136154.59899989
2019-12-21,131873.2599999
2019-12-22,125628.3979999
2019-12-23,130999.6529999
2019-12-24,127484.74599989
2019-12-25,119810.27699995
2019-12-26,132007.76599991
2019-12-27,135266.7769999
2019-12-28,132393.47299992
2019-12-29,126218.60999994
2019-12-30,126483.85799992
2019-12-31,121731.88799992
2020-01-01,116430.38899991
2020-01-02,125128.18499989
2020-01-03,131123.79899995
2020-01-04,127817.51899993
2020-01-05,124002.93899992
2020-01-06,130774.12599991
2020-01-07,130057.1549999
2020-01-08,128987.37599995
2020-01-09,130031.66599996001
2020-01-10,130076.51899995
2020-01-11,124351.71099992
2020-01-12,119203.2259999
2020-01-13,128648.36599991
2020-01-14,130069.08299993
2020-01-15,131722.27899993
2020-01-16,134871.74199992
2020-01-17,134152.32499987
2020-01-18,129357.92799992
2020-01-19,119881.18699989
2020-01-20,131234.8959999
2020-01-21,133824.19399992
2020-01-22,134361.34399992
2020-01-23,134763.0979999
2020-01-24,135641.94999992
2020-01-25,130490.92099991
2020-01-26,127142.71199992
2020-01-27,133750.2439999
2020-01-28,132632.6679999
2020-01-29,135086.07199994
2020-01-30,135648.26799988
2020-01-31,135262.95499992
2020-02-01,131241.79899988
2020-02-02,124463.91199992
2020-02-03,135236.16199991
2020-02-04,135484.13099992
2020-02-05,131957.85699991
2020-02-06,131239.7829999
2020-02-07,130302.81599991
2020-02-08,125032.17099994
2020-02-09,121909.55399992
2020-02-10,133753.46099996
2020-02-11,133967.35899995
2020-02-12,134468.69399992
2020-02-13,135400.17699991
2020-02-14,135016.52799991
2020-02-15,130665.42599992
2020-02-16,125801.41099992
2020-02-17,135922.75099988
2020-02-18,139428.03599995
2020-02-19,137766.75799994
2020-02-20,135124.95199988
2020-02-21,135617.52099992998
2020-02-22,133266.57699994
2020-02-23,125907.1799999
2020-02-24,128696.56499989
2020-02-25,124128.73699989001
2020-02-26,133102.15899994998
2020-02-27,140155.63599987
2020-02-28,139438.02499991
2020-02-29,132917.49099992
2020-03-01,127560.97099989
2020-03-02,136630.40599993
2020-03-03,135592.9829999
2020-03-04,137109.4649999
2020-03-05,138591.8589999
2020-03-06,135644.63999993
2020-03-07,128724.23499989
2020-03-08,124651.25799988
2020-03-09,131126.28099991
2020-03-10,131634.68099984
2020-03-11,134839.60999988
2020-03-12,132751.70599989
2020-03-13,134288.21099985
2020-03-14,121278.20999986
2020-03-15,113898.9059999
2020-03-16,127912.3689999
2020-03-17,132426.67699991
2020-03-18,135207.06299993
2020-03-19,125780.35699992
2020-03-20,125593.57499989
2020-03-21,125579.35599988
2020-03-22,122662.97099995
2020-03-23,126169.21399989
2020-03-24,125634.4179999
2020-03-25,129119.7769999
2020-03-26,129724.57599992
2020-03-27,125775.1149999
2020-03-28,121940.81699995
2020-03-29,120015.79799985999
2020-03-30,121160.15399990999
2020-03-31,119494.92799995
2020-04-01,117871.1399999
2020-04-02,119223.65799992
2020-04-03,122883.42599989
2020-04-04,119986.45499985
2020-04-05,119801.72599993
2020-04-06,122230.73799986999
2020-04-07,123402.2199999
2020-04-08,125176.65299989001
2020-04-09,119297.16099987
2020-04-10,113363.31199986
2020-04-11,116728.13799984
2020-04-12,112069.29499989
2020-04-13,115261.66899988
2020-04-14,115682.14099991
2020-04-15,116073.82199991
2020-04-16,116827.9509999
2020-04-17,115762.40099989
2020-04-18,117900.82899987
2020-04-19,113138.72599988
2020-04-20,117204.6999999
2020-04-21,115802.08499994
2020-04-22,119362.61799992
2020-04-23,120969.74299992
2020-04-24,120183.89299993
2020-04-25,114647.72299989
2020-04-26,115897.60799989
2020-04-27,118124.24999992
2020-04-28,118373.1679999
2020-04-29,120071.45799989
2020-04-30,119888.06899988
2020-05-01,116709.67099991
2020-05-02,115752.11499995
2020-05-03,115741.5609999
2020-05-04,121168.04699985
2020-05-05,121716.89099991
2020-05-06,120991.60299987
2020-05-07,122922.87399990999
2020-05-08,124020.79899989
2020-05-09,120740.44599989
2020-05-10,115395.0789999
2020-05-11,119870.86799989
2020-05-12,122598.38999992001
2020-05-13,124018.05299993
2020-05-14,122851.53299989
2020-05-15,124408.70699989
2020-05-16,121392.8149999
2020-05-17,119008.22699991
2020-05-18,123190.51899986
2020-05-19,122191.63999985
2020-05-20,124651.74499988
2020-05-21,124469.31199991
2020-05-22,124503.2689999
2020-05-23,123136.9969999
2020-05-24,118862.66499988
2020-05-25,128358.99699988
2020-05-26,129907.1259999
2020-05-27,133543.3569999
2020-05-28,130793.34999992
2020-05-29,127932.10199993
2020-05-30,122550.73799993
2020-05-31,119544.85999992
2020-06-01,122687.87899991
2020-06-02,126176.2079999
2020-06-03,127752.11999983
2020-06-04,125813.78199992
2020-06-05,128516.17099994
2020-06-06,126397.93399989
2020-06-07,119525.13499994
2020-06-08,129654.21499992
2020-06-09,132320.68399989
2020-06-10,131423.46399994
2020-06-11,125480.93299988
2020-06-12,124412.78299993
2020-06-13,123830.34799987
2020-06-14,120487.25899993
2020-06-15,129787.8209999
2020-06-16,129072.80499989999
2020-06-17,126868.12499989
2020-06-18,127874.41199992
2020-06-19,128904.14899992
2020-06-20,125889.06599993
2020-06-21,120933.62299991
2020-06-22,129256.97499989
2020-06-23,127504.94099985
2020-06-24,130175.6219999
2020-06-25,131820.3409999
2020-06-26,130683.42899994
2020-06-27,126190.81999993
2020-06-28,121349.94299992001
2020-06-29,128935.07699991
2020-06-30,126282.30599993
2020-07-01,128385.88099995001
2020-07-02,130223.14399991
2020-07-03,129392.14599993
2020-07-04,125937.41799989
2020-07-05,121521.2679999
2020-07-06,129552.26399995
2020-07-07,129245.41599994
2020-07-08,128904.71499997
2020-07-09,130116.63699991
2020-07-10,129623.36499995
2020-07-11,123663.92899993999
2020-07-12,120439.42299989
2020-07-13,130902.09399993
2020-07-14,130806.9569999
2020-07-15,131565.95399996
2020-07-16,130972.46599992999
2020-07-17,130912.1969999
2020-07-18,127890.44899994
2020-07-19,121792.65599993
2020-07-20,130011.32399994
2020-07-21,128680.67899991
2020-07-22,128302.25599997
2020-07-23,129562.54899991
2020-07-24,129136.16199991001
2020-07-25,128236.08399991
2020-07-26,122799.51499992001
2020-07-27,134094.0679999
2020-07-28,135554.32599996
2020-07-29,137465.05999992
2020-07-30,136293.50899991998
2020-07-31,136011.71599993
2020-08-01,130896.58299993
2020-08-02,126169.76199997
2020-08-03,136425.61899993
2020-08-04,137681.85399994
2020-08-05,136624.23699994
2020-08-06,135914.15399991
2020-08-07,136021.77299995
2020-08-08,132268.93899997
2020-08-09,128778.16599986
2020-08-10,140356.53099994
2020-08-11,141330.56399995
2020-08-12,140366.36399994
2020-08-13,141107.76899991
2020-08-14,141432.19799995
2020-08-15,137191.60699991
2020-08-16,133407.51099995
2020-08-17,143314.89399997
2020-08-18,141995.50699994998
2020-08-19,143880.34999991
2020-08-20,144030.00299994
2020-08-21,144767.18299995
2020-08-22,136362.33099997
2020-08-23,128717.78199993
2020-08-24,137270.41599998
2020-08-25,140104.69799994
2020-08-26,143186.87599995
2020-08-27,147498.82899993
2020-08-28,144607.72499996
2020-08-29,138307.70399993
2020-08-30,130081.31199986
2020-08-31,140452.75999994
2020-09-01,137804.71299993
2020-09-02,142123.97799995999
2020-09-03,145467.86399993
2020-09-04,143523.75099995
2020-09-05,137480.97599993
2020-09-06,131920.31099993
2020-09-07,134984.06699995
2020-09-08,142597.93299993
2020-09-09,146634.06799995
2020-09-10,144164.36999993
2020-09-11,144160.24099992
2020-09-12,140271.80499995
2020-09-13,131312.83499991
2020-09-14,144895.23399996
2020-09-15,145674.65499995
2020-09-16,145789.55899994
2020-09-17,148512.96299994
2020-09-18,148100.25199991
2020-09-19,142509.99499994
2020-09-20,138560.59299995
2020-09-21,147397.73399996
2020-09-22,145859.74299997
2020-09-23,146091.95799993
2020-09-24,149236.45099993
2020-09-25,141577.54699995
2020-09-26,133090.22999995
2020-09-27,130272.77799996
2020-09-28,142781.31499991
2020-09-29,142167.12399989
2020-09-30,146334.77699986
2020-10-01,143495.64399994
2020-10-02,141446.14099994
2020-10-03,140247.38299993
2020-10-04,134660.11899998
2020-10-05,143731.04699997
2020-10-06,141880.95299994
2020-10-07,143913.43599992
2020-10-08,145805.17799997
2020-10-09,146368.96299993
2020-10-10,137216.30099991
2020-10-11,127058.07699994
2020-10-12,130205.10599991
2020-10-13,142786.46799993
2020-10-14,143738.91899994
2020-10-15,145627.29399993
2020-10-16,150266.38699994
2020-10-17,145353.32399994
2020-10-18,136500.41399997
2020-10-19,145012.36399991
2020-10-20,147329.20999991999
2020-10-21,146172.38299992
2020-10-22,148182.35399992
2020-10-23,149340.13299993
2020-10-24,141308.27399995
2020-10-25,135404.31499995
2020-10-26,147275.45199995
2020-10-27,147054.91899993
2020-10-28,148565.94899993
2020-10-29,151781.92599993
2020-10-30,146574.49799995
2020-10-31,141085.99199994
2020-11-01,132750.06999997
2020-11-02,134219.2529999
2020-11-03,143990.25399994
2020-11-04,135909.58399995
2020-11-05,136668.03099995
2020-11-06,134984.65399993001
2020-11-07,135356.55599993
2020-11-08,130839.41699996
2020-11-09,138962.37799993
2020-11-10,140892.82299995
2020-11-11,136705.78399997
2020-11-12,138484.35099991
2020-11-13,140675.92499994
2020-11-14,140202.73399993998
2020-11-15,134756.27399993
2020-11-16,144258.54799998
2020-11-17,143763.93599996
2020-11-18,145426.50099996
2020-11-19,142751.29599993
2020-11-20,140323.51599996001
2020-11-21,138227.35099997
2020-11-22,131627.96899992
2020-11-23,139061.9129999
2020-11-24,139968.59099997
2020-11-25,141922.14599997
2020-11-26,143302.64299996
2020-11-27,142265.24199995
2020-11-28,139714.83499991
2020-11-29,132253.50599993
2020-11-30,139509.13099997
2020-12-01,142032.83399996
2020-12-02,147101.14699995
2020-12-03,147312.65299991
2020-12-04,149031.81399992
2020-12-05,144492.39099996001
2020-12-06,138462.62499994
2020-12-07,141311.19299995
2020-12-08,139720.80699995
2020-12-09,142331.70299997
2020-12-10,143178.78099997
2020-12-11,143965.51799997
2020-12-12,142105.27299993
2020-12-13,136716.16699992
2020-12-14,141473.59899994
2020-12-15,137372.38499994
2020-12-16,139492.56499994
2020-12-17,141257.04999994
2020-12-18,140005.45499995
2020-12-19,137692.23199993
2020-12-20,131363.63699996
2020-12-21,137427.18799992
2020-12-22,139311.33999995
2020-12-23,142100.73399996
2020-12-24,134595.04999994
2020-12-25,125383.4019999
2020-12-26,129423.69899993
2020-12-27,129629.43899992
2020-12-28,141229.8969999
2020-12-29,141121.37099994998
2020-12-30,139007.81599995
2020-12-31,134412.96199993
2021-01-01,125995.90699992
2021-01-02,134045.15299995
2021-01-03,127251.82099995
2021-01-04,134861.2089999
2021-01-05,139571.8859999
2021-01-06,141138.94699992
2021-01-07,141421.37099992
2021-01-08,137041.10199988
2021-01-09,132397.25199993
2021-01-10,125727.57699991
2021-01-11,137165.79699991
2021-01-12,137634.58899994
2021-01-13,135126.45399997
2021-01-14,135551.00499989
2021-01-15,133877.3359999
2021-01-16,132720.07999991
2021-01-17,129460.16099992
2021-01-18,131638.02499991
2021-01-19,128069.43899994
2021-01-20,125469.81599989
2021-01-21,128280.06399992
2021-01-22,131997.33499993
2021-01-23,131362.82399995
2021-01-24,128997.07899986
2021-01-25,136765.74699990998
2021-01-26,133600.66499993
2021-01-27,131275.99899994
2021-01-28,130292.53599991
2021-01-29,130685.32499994
2021-01-30,129892.1459999
2021-01-31,127001.53499991
2021-02-01,138776.30199995
2021-02-02,138236.79899994002
2021-02-03,139603.93299998
2021-02-04,143015.92899993
2021-02-05,142652.98199992
2021-02-06,134497.50399994
2021-02-07,128130.34999996
2021-02-08,136305.95699989
2021-02-09,136018.97799993
2021-02-10,134625.98799994
2021-02-11,135458.11699989
2021-02-12,136359.98799989
2021-02-13,132992.88299993
2021-02-14,125354.14999993
2021-02-15,131360.57399988
2021-02-16,131685.75999993
2021-02-17,135282.20899993
2021-02-18,137810.90699991
2021-02-19,137437.6649999
2021-02-20,130340.27499987
2021-02-21,126340.6009999
2021-02-22,134639.07899993
2021-02-23,139234.29299992
2021-02-24,145215.1619999
2021-02-25,142163.83099992
2021-02-26,142455.29599989
2021-02-27,137858.73599994
2021-02-28,130370.91699992
2021-03-01,137427.73499992
2021-03-02,136675.79799991
2021-03-03,137470.4559999
2021-03-04,136760.67899992
2021-03-05,138111.76999989
2021-03-06,134690.56899988
2021-03-07,132568.3339999
2021-03-08,144397.98399998
2021-03-09,140973.79699994
2021-03-10,139149.97699993
2021-03-11,139235.91199988
2021-03-12,142494.29699989
2021-03-13,137919.90999988
2021-03-14,133072.73699993
2021-03-15,143633.41299993
2021-03-16,148149.13699984
2021-03-17,144417.1189999
2021-03-18,139775.7039999
2021-03-19,137856.53199988
2021-03-20,135159.5479999
2021-03-21,129138.64899992
2021-03-22,140290.64599991
2021-03-23,143414.7439999
2021-03-24,141304.65199989
2021-03-25,142183.42499994
2021-03-26,144042.11099987
2021-03-27,141640.4279999
2021-03-28,133467.90299994
2021-03-29,145630.23499991
2021-03-30,146305.58299989
2021-03-31,143862.79799989
2021-04-01,141840.46299992
2021-04-02,132853.01799988
2021-04-03,136622.26999988
2021-04-04,134076.57899991
2021-04-05,147607.23499989999
2021-04-06,151190.51199994
2021-04-07,152442.16199992
2021-04-08,147484.37999992
2021-04-09,147546.78999991
2021-04-10,143899.62599989
2021-04-11,138437.71699992
2021-04-12,151472.47599987
2021-04-13,153854.37499987
2021-04-14,152035.70099991
2021-04-15,148407.28199986
2021-04-16,147867.67199991998
2021-04-17,144705.41299993
2021-04-18,131585.84499992
2021-04-19,142723.20599988
2021-04-20,144296.36299991
2021-04-21,141875.72799992
2021-04-22,148043.15899988
2021-04-23,147412.73299991
2021-04-24,141815.76699994
2021-04-25,133231.61299992
2021-04-26,142539.44399987
2021-04-27,144714.5599999
2021-04-28,145252.03799988
2021-04-29,145560.30199988
2021-04-30,143050.62799991
2021-05-01,131059.38199989
2021-05-02,130628.99099990001
2021-05-03,141929.25299989
2021-05-04,141363.44799993
2021-05-05,144142.22299991
2021-05-06,141883.6159999
2021-05-07,145812.19499994
2021-05-08,139899.36699991
2021-05-09,129442.52199995
2021-05-10,143116.35899992
2021-05-11,146502.6659999
2021-05-12,147634.59899994
2021-05-13,148668.88099991
2021-05-14,147908.18599990002
2021-05-15,141997.2159999
2021-05-16,136064.3129999
2021-05-17,145243.65999993
2021-05-18,147743.49499991
2021-05-19,145477.84599994
2021-05-20,146761.68899993
2021-05-21,151483.9779999
2021-05-22,146384.21499987
2021-05-23,137287.68199995
2021-05-24,153195.76299996
2021-05-25,153984.31999993
2021-05-26,154019.98899994
2021-05-27,151921.51699989
2021-05-28,149405.40099991
2021-05-29,143929.69699993
2021-05-30,136817.24999992
2021-05-31,148471.25799993
2021-06-01,148902.78399992
2021-06-02,151793.45999993
2021-06-03,142269.01099988
2021-06-04,144129.26599989
2021-06-05,140789.07199994999
2021-06-06,138603.11299995
2021-06-07,147632.43499995
2021-06-08,146981.55899994
2021-06-09,145859.78399997
2021-06-10,145014.86599992
2021-06-11,143719.05699992
2021-06-12,139531.94099995
2021-06-13,134933.86099994
2021-06-14,146251.35799987
2021-06-15,144318.14499995
2021-06-16,142987.2929999
2021-06-17,143645.20999991
2021-06-18,144603.58899994
2021-06-19,140125.17999991
2021-06-20,132293.80599992
2021-06-21,144948.92299994
2021-06-22,148893.47099995
2021-06-23,145581.86199994
2021-06-24,142196.78799997
2021-06-25,144935.34599995
2021-06-26,141501.74699995
2021-06-27,135940.07499996
2021-06-28,143329.61199992
2021-06-29,139703.25599991
2021-06-30,139305.65199994
2021-07-01,138047.35699994
2021-07-02,139613.33999994
2021-07-03,131380.13299995
2021-07-04,126706.32699991
2021-07-05,138602.84299994
2021-07-06,141881.67999996
2021-07-07,142648.44599993
2021-07-08,143231.82399997
2021-07-09,144515.99799999
2021-07-10,140370.91399992
2021-07-11,134185.76999992
2021-07-12,145754.54299992
2021-07-13,145030.74699996
2021-07-14,143091.42599993
2021-07-15,143821.79599994
2021-07-16,142178.59099993
2021-07-17,141942.1459999
2021-07-18,137431.47499994
2021-07-19,149988.73499996
2021-07-20,148854.43199995
2021-07-21,150293.44099998
2021-07-22,150118.53799994
2021-07-23,145056.78099994
2021-07-24,139921.25399996
2021-07-25,136275.20799995
2021-07-26,147294.77399995
2021-07-27,148147.46699991002
2021-07-28,148218.16199997
2021-07-29,148187.08699998
2021-07-30,144857.18499993
2021-07-31,141270.20799994
2021-08-01,136702.92399994
2021-08-02,144347.09499998
2021-08-03,145257.79099996
2021-08-04,148458.48499995
2021-08-05,147671.71199996
2021-08-06,147059.96199996
2021-08-07,143638.71099992
2021-08-08,138597.54199998
2021-08-09,151960.24899992
2021-08-10,154671.76299994
2021-08-11,153481.83199992
2021-08-12,152202.18899997
2021-08-13,144798.8439999
2021-08-14,141037.64299993
2021-08-15,137543.18699995
2021-08-16,149327.81799995
2021-08-17,153119.75099995
2021-08-18,156681.76399994
2021-08-19,157276.29199993
2021-08-20,156759.90599992
2021-08-21,153834.99399998
2021-08-22,149316.71399997
2021-08-23,159580.47499996
2021-08-24,160324.13099995
2021-08-25,158239.61299996
2021-08-26,161463.81299994
2021-08-27,161949.27799993
2021-08-28,154324.54999998
2021-08-29,146607.16299994
2021-08-30,155471.09699999
2021-08-31,152864.94599993
2021-09-01,152258.6409999
2021-09-02,153691.44899994
2021-09-03,155445.64999992
2021-09-04,147871.71699993
2021-09-05,142812.60799995
2021-09-06,152585.00899996998
2021-09-07,150416.6329999
2021-09-08,156316.12299995
2021-09-09,155905.38799996
2021-09-10,157341.24999996
2021-09-11,154032.20699994
2021-09-12,146101.52099992
2021-09-13,154478.90499994
2021-09-14,156226.50299994
2021-09-15,155737.33699991
2021-09-16,152961.95899995
2021-09-17,152523.62099995
2021-09-18,145325.69799996
